ITEMID,DESCRIPTION,COMMODITYCODE,COST ,COSTUM
R4085,Green Tea Extract 98% Polyphenols 45% EGCG,BotExtract,28.285,KG
R4086,Griffonia Seed Extract 97% 5-HTP,BotExtract,125,KG
R4087,Benfotiamine 98%,Vitamin,130,KG
R4088,Naringin 88.2% (as-is),BotExtract,93,KG
R4089,Berberine HCI 85% as-is,BotExtract,98,KG
R409,"MALTRIN  M500 Maltodextrin, WADA",Excipient,2.55,kg
R4093,Organic Reishi Mushroom Powder,Fungi,44.12,KG
R4094,Vitamin K2 (Natto MK-7) Powder 1.3%,Vitamin,2750,KG
R4095,"Vitashine Vitamin D3 100,000 IU/g Powder",Vitamin,925,KG
R4096,Sunflower Lecithin Oil Powder non-GMO,Fat/Facid,28.1,KG
R4097,Organic Shiitake Mushroom Powder,Fungi,49.25,KG
R4098,Organic Cordyceps Mushroom Powder,Fungi,50,KG
R4099,Organic Maitake Mushroom Powder,Fungi,44.5,KG
R4100,Orgen-C Organic Amla Extract 50% Vitamin C,BotExtract,144,KG
R4105,Theobromine 98.5% (Solvent Free),Nutrition,71,KG
R4109,Nettle Root Extract 4:1,BotExtract,24,KG
R4114,N-Acetyl L-Tyrosine 99% (Customer Specified),AminoAcid,17.5,KG
R4115,Jujube Fruit Extract,BotExtract,17,KG
R4117,Clary Sage Herb Extract standardized to 95% sclareolides,BotExtract,450,KG
R4118,L-Arginine Powder Base 98.5% - Kosher,AminoAcid,16,KG
R412,Manganese Glycinate  AAC NLT 16% Mn,Mineral,51.96,kg
R4120,Nitrosigine Bonded Arginine Silicate,AminoAcid,60,KG
R4121,Rebaudioside A 97%,BotExtract,99,KG
R4123,Natural Cherry Red Color #153901,Color,30.59,KG
R4124,Natural Grape Blue Color #183922,Color,30.91,KG
R4125,Natural Masking Agent Type Flavor MET0003676,Flavor,35.3,KG
R4128,Whole Milk Powder 26%,Protein,3.91,KG
R4131,Life'sDHA S10-P200,Fat/Facid,57,KG
R4133,Organic Ginger Extract,BotExtract,58,KG
R4137,Natural Strawberry Flavor Powder WONF #532942SU,Flavor,43.06,KG
R4138,Acerola Cherry Juice Powder 32% Vitamin C - Kosher,BotExtract,67.54,KG
R4139,L-Glutathione Reduced 98%,AminoAcid,120,KG
R414,Manganese Citrate NLT 22% Mn (Customer Specified),Mineral,24.58,kg
R4141,Natural N-C Bourbon Vanilla Flavor WONF,Flavor,50.64,kg
R4147,"Vitamin Mineral Core AU, FOOD ONLY - Kosher",Food,51.27,kg
R4148,N-C Natural Vanilla Creme Flavor WONF,Flavor,62.15,kg
R4149,"Vitamin K 1% Trit/DCP, non GMO",Vitamin,39,kg
R4153,Pea Protein Isolate,Protein,3.9,kg
R4154,BCAA 2:1:1 Fermented,AminoAcid,9.95,kg
R416,"Manganese Sulfate 98%, 32% Mn Kosher",Mineral,13.49,kg
R4165,NEM Eggshell Membrane,Nutrition,185,kg
R4168,ApresFlex (MeOH) Boswellia serrata Extract,BotExtract,453,kg
R417,"Manganese Gluconate NLT 98%, 11.4% Mn",Mineral,20.7,kg
R4172,Devil's Claw Extract,BotExtract,60,kg
R4174,Organic Asparagus Powder,Botanical,43.53,kg
R4178,Organic Black Currant Powder,Botanical,120,kg
R418,Mango Fruit Powder,Botanical,41.78,kg
R4180,Organic Cauliflower Powder,Botanical,16.73,kg
R4190,Citicoline,Nutrition,202,kg
R4191,L-Glutamine Granular,AminoAcid,16.5,kg
R4192,Dextrose Anhydrous Cerelose 02401090,Excipient,3.75,kg
R4193,Sunvitol  E500IP-SD d-alpha tocopherol NLT 500IU/g (Customer Specified),Vitamin,113,kg
R4194,Natural Green Apple Flavor 803.0383U,Flavor,125.66,kg
R4196,Organic Fenugreek Seed Powder,Botanical,7.16,kg
R4198,"Terra-Pure , Aloe Vera Powder 200x",BotExtract,125.66,kg
R4203,Fibregum Bio L (Organic Gum Acacia) non-GMO PV,Fiber,6.39,kg
R4204,Opadry Nutrapure Certified Organic Clear Coating 140A190054,Coating,56.03,kg
R4206,Organic Fennel Seed Powder- Air Dried,Botanical,6.614,kg
R4207,Organic Shatavari Root Powder,Botanical,18.85,kg
R4208,"Organic Nu-FLOW Rice Hull Concentrate - Kosher, Non_GMO Project Verified (Customer Exclusive)",Botanical,21.08,kg
R4209,Pineapple Juice Granules (100% Fruit Solids),BotExtract,17.42,kg
R421,Marshmallow Root Powder,Botanical,35,kg
R4210,Grape Skin Extract-For Color Only (Non-Dietary),Color,37.4,kg
R4211,Organic Milk Thistle Seed Extract,BotExtract,45.5,kg
R4212,Organic Marshmallow Root Extract,BotExtract,101,kg
R4218,"Organic Gum Acacia, Organic Guar Gum, Xanthan Gum (non-GMO) Blend (Customer Specified)",Fiber,25.35,kg
R4220,Sinetrol  Xpur C,BotExtract,154,kg
R4221,Buckthorn Bark Powder,Botanical,17.52,kg
R4222,Uva Ursi Leaf Powder,Botanical,18,kg
R4223,"Organic Elderberry Extract, 4% Polyphenols",BotExtract,78,kg
R4224,Organic Agave Inulin Powder,Fiber,8.5,kg
R4226,Cinnamon Bark Extract,BotExtract,27,kg
R4229,Reishi (Ganoderma lucidum) Mushroom Powder GI-MBM,Botanical,44.12,kg
R423,Melatonin NLT 99% - Kosher,Hormone,80,kg
R4230,Spectra Total ORAC N850.1,Botanical,198.84,kg
R4231,Standardized Fruit Blend,BotExtract,95,kg
R4232,Organic Chlorella Powder #2169,Botanical,22.15,kg
R4233,Deoiled Sunflower Lecithin Powder,Excipient,54,kg
R4234,Organic Elderberry Fruit Powder,Botanical,50,kg
R4236,"Vitamin B12 Methylcobalamin, 0.5% on Mannitol",Vitamin,120,kg
R4238,Jerzee 50-Coconut IP #199710 (Customer Specified),Fat/Facid,9.799,kg
R4239,Mucuna Pruriens Seed 4:1 PE,BotExtract,29,kg
R424,Microcrystalline Cellulose 102 - Kosher,Excipient,4.27,kg
R4240,Organic White Rice Flour,Excipient,5.62,kg
R4242,Organic Chinese White Ginseng,Botanical,82.71,kg
R4243,Natural L-Malic Acid,Excipient,17.3,kg
R4244,Lactobacillus casei 300 Billion CFU/g,Probiotic,414,kg
R4247,Rosemary Leaf PE 4:1,BotExtract,45,kg
R4248,Thyme Leaf PE 4-7:1,BotExtract,20,kg
R4250,Natural Mixed Berry Flavor 10M800356,Flavor,48.33,kg
R4251,Natural Apple Flavor Powder WONF 559570SU,Flavor,20.43,kg
R4254,Natural Strawberry Flavor Powder WONF 559571SU,Flavor,26.46,kg
R4255,Cellulase TR,Enzyme,96.67,kg
R4256,Natural Limeade Flavor 865.0154U,Flavor,90.317,kg
R4258,Spirulina Powder,Botanical,7,KG
R426,Milk Thistle Seed Powder,Botanical,15.45,kg
R4260,Green Tea Extract 12:1,BotExtract,44.5,KG
R4265,Mullein Leaf Extract 4:1 (Customer Exclusive),BotExtract,18,KG
R4266,Royal Jelly 3X Standardized to 6% 10-HDA,Animal,135,KG
R4267,Sunflower Oil KerryKreem 644042 FOOD ONLY - Kosher,Food,5.07,kg
R427,Milk Thistle Extract 80% Silymarin,BotExtract,35,kg
R4272,Bold Roast Spray Dried Coffee,Food,8.34,kg
R4273,Natural Vanilla Flavor 926.0701U,Flavor,51.65,kg
R4274,Calcium Caseinate,Protein,11.79,kg
R4276,CLK Vitamin Mineral Blend 1053657 or 1051077 - FOOD ONLY,Food,44.88,kg
R428,Molasses Granules Qwik-Flo - Kosher,Excipient,3.21,kg
R4280,Complete Enzyme Blend #22090,Enzyme,62.17,kg
R4282,Organic Irish Moss Powder,Botanical,36.729,kg
R4283,Theracurmin CR-033P,BotExtract,340,kg
R4284,Natural Vanilla Ice Cream Flavor 2457G (Customer Specified),Flavor,27.45,kg
R4286,Sunflower Oil Powder non-GMO (Customer Specified),Excipient,20.6,kg
R4287,Blueberry Fruit Powder (Vaccinium Angustifolium),Botanical,87.015,kg
R4289,Natural and Artificial Raspberry Flavor SD #518550,Flavor,36.354,kg
R4290,Natural And Artificial Blue Raspberry Flavor 435438SU,Flavor,36.75,kg
R4291,Spirulina Blue 130817,Color,135.25,kg
R4294,Glucosamine HCI 98% Pharmore,Nutrition,8.98,kg
R4296,Alcolec H20 Sunflower Lecithin - Kosher-FOOD ONLY,Fat/Facid,14.17,kg
R4297,Deodorized Garlic Powder 3500 PPM (Alluim Sativum),Botanical,19,kg
R4301,Zinc Citrate Dihydrate USP Low Lead Powder 31% Zn (Customer Specified),Mineral,15.78,kg
R4302,Pacran  Cranberry Fruit Powder,Botanical,69.19,kg
R4303,Beet Juice Powder (Customer Exclusive),BotExtract,16.76,kg
R4308,N-Acetyl-Cysteine 98% 200 Mesh (Vegan),AminoAcid,39.8,kg
R4309,VegiSurge  Natural Caffeine 99%- Green Coffee Bean (Customer Specified),Botanical,69.95,kg
R4310,Theacrine (as Teacrine ) 97% (Customer Specified),Nutrition,450,kg
R4314,L-Tryptophan 99%,AminoAcid,90,kg
R4315,Zinc Oxide Low Lead 79.5% Zn,Mineral,17.02,kg
R4317,Chromax  Chromium Picolinate 12% Cr-Customer Specified,Mineral,4661,kg
R4319,Citric Acid - Kosher,Excipient,7.16,kg
R4330,Vitacel   Oat Fiber HF600-30,Fiber,3.37,kg
R4332,Encapsulated Riboflavin 25%,Vitamin,81.9,kg
R4333,Natural Mixed Berry Flavor,Flavor,70.282,kg
R4334,Natural Fruit Splash Type Flavor non-GMO,Flavor,59.546,kg
R4335,Natural Cherry Type Flavor non-GMO,Flavor,87.66,kg
R4336,Natural Lemon Flavor,Flavor,62.28,kg
R4337,Natural Orange Flavor WONF non-GMO,Flavor,44.05,kg
R4338,Stevia FSE 95% Reb-A Organic,Botanical,94,kg
R4339,Hyssop PE 4:1 - Customer Specified,BotExtract,33,kg
R4340,Alcolec H PS 70P Phosphaditylserine 70%,Nutrition,490,kg
R4341,Nat. Watermelon Flavor WONF ZE06515,Flavor,47.52,kg
R4342,Folic Acid 5% from Citrus limon peel extract,Vitamin,201,kg
R4343,Ganeden BC30 Bacillus Coagulans 15B CFU/g,Probiotic,723.88,kg
R4344,"Prune Powder-Kosher, Registered Formula",Botanical,9.92,kg
R4349,Verisol  B Gelatine Hydrolysate,Animal,20.5,kg
R4350,Natural Red Delicious Apple Flavor #18034 AD10,Flavor,35.273,kg
R4351,"Vitamin K2, (MenaquinGold) 2500ppm - Kosher (Customer Specified)",Vitamin,900,kg
R4354,Wasabi Japonica Powder,Botanical,109.3,kg
R4355,BroccoPlus  Brassica Sprout Concentrate,Botanical,85,kg
R4356,Magnesium Glycinate Granular 11.1% mg,Mineral,21.92,kg
R4358,Ascorbic Acid 97% Granulation,Vitamin,5,kg
R4359,EMCOSOY STS IP  Soy Polysaccharides,Nutrition,36.65,kg
R4364,Organic Coconut Water (Freeze Dried),Botanical,35,kg
R4366,Cluster Dextrin ,Fiber,11,kg
R4369,CherryPURE  Tart Cherry Soluble SL3320,Botanical,44,kg
R4370,Alkalized Cocoa Powder-Customer Specified,Food,8.5,kg
R4372,Natural Peppermint Flavor-Customer Specified,Flavor,46.02,kg
R4373,Ziboxan F200 Xanthan Gum-Customer Specified,Excipient,8.25,kg
R4374,Lacobacillus Acidophilus-Customer Specified,Enzyme,38,kg
R4375,Oryzatein SG-BN Brown Rice Protein Concentrate (Customer Specified),Protein,17.5,kg
R4376,Garden Blend Powder (Customer Specified),Botanical,36.33,kg
R4378,Natural Irish Cream Flavor (Customer Specified),Flavor,84.03,kg
R4379,Natural Cinnamon Flavor (Customer Specified),Flavor,7.2,kg
R4380,Natural Chocolate Flavor (Customer Specified),Flavor,82.75,kg
R4381,Natural Chai Flavor (Customer Specified),Flavor,38.77,kg
R4385,"Ticaloid Ultrasmooth NGMO Gum (cellulose, xanthan, carrageenan",Fiber,12.58,kg
R4386,Opadry NS-G Clear 70W29079,Coating,50.13,kg
R4387,Natural and Artificial Snickerdoodle Flavor,Flavor,20.22,kg
R4388,Natural and Artificial Cookie Flavor,Flavor,20.94,kg
R4389,Natural and Artificial Butter Brickle Ice Cream Flavor,Flavor,40.12,kg
R439,Mullein Leaf Powder,Botanical,37.47,kg
R4392,Aquamin Magnesium TG 30% Mg,Mineral,15,kg
R4397,WS Annatto Powder 15% (Customer Specified),Color,69.3,kg
R4398,Natural Mixed Tocopherols Concentrate Powder 30%,Vitamin,106.56,kg
R4399,Grape Seed Extract 95% Proanthocyanidins,BotExtract,34,kg
R4400,Pine Bark Extract 95% Proanthocyanidins,BotExtract,35.5,kg
R4401,Ginkgo Biloba Extract 24% flavone glycosides 6% terpene lactones,BotExtract,95,kg
R4407,Gotu Kola Whole Plant PE 4:1,BotExtract,43,kg
R4408,Bacopa Monnieri Extract,BotExtract,58,kg
R4409,Bilberry Fruit PE 25% Anthocyanidins (Customer Specified),BotExtract,298,kg
R4410,Vitamin E Acetate 700 IU/g (Customer Specified),Vitamin,168,kg
R4411,"FloraGLO  Lutein 10% CWS/S - TG - Kosher, Reg. Form (Customer Specified)",BotExtract,330,kg
R4412,Ascorbic Acid 99% (Customer Specified),Vitamin,12,kg
R4414,Lactobacillus Acidophilus 200 Billion CFU/g,Probiotic,318.25,kg
R4415,Bifidobacterium Longum 100 Billion CFU/g,Probiotic,274,kg
R4417,Bifidobacterium Lactis 300 Billion CFU/g,Probiotic,859,kg
R4419,Eleuthero Root Extract 5:1,BotExtract,24.5,kg
R4424,Laminaria japonica (Customer Specified),BotExtract,336,kg
R4426,Silibinol  Pterocarpus marsupium (Customer Specified),BotExtract,55,kg
R4427,Organic Goji Juice Powder (Customer Specified),BotExtract,29.95,kg
R4429,Taurine 99% (Customer Specified),AminoAcid,3,kg
R4431,"Vaccinium Angustifolium, Wild Blueberry Fruit, (Customer Specified)",Botanical,65.75,kg
R4432,"Polygonum multiflorum, 5:1",BotExtract,19,kg
R4433,Lalmin Fe10,Mineral,48,kg
R4434,"Arthrospira platensis, 20% Phycocyanin",Botanical,18,kg
R4435,Opadry Clear Coating (CS),Coating,47.6,kg
R4436,Caramel Color Powder (Customer Specified),Color,11.33,kg
R4437,"Cordyceps Sinensis, 5:1",Fungi,60,kg
R4438,Pseudostellaria Heterophylla Root Ext. 5:1,Botanical,70,kg
R4439,Rhodiola Rosea Standardized to 5% Rosavins,BotExtract,496,kg
R4440,Gynostemma Pentaphyllum Leaf Extract (Customer Exclusive),BotExtract,27.5,kg
R4441,"Ganoderma lucidum, 5:1",Fungi,63.5,kg
R4443,Dichrostachys glomerata Fruit Extract 10% Polyphenols (Customer Specified),BotExtract,220,kg
R4444,Withania Somnifera (Customer Specified),BotExtract,147,kg
R4445,Organic Barley Grass Juice Powder,BotExtract,27.5,kg
R4447,Organic Oat Grass Juice (Customer Exclusive),BotExtract,30,kg
R4448,Organic Wheat Grass Juice,BotExtract,36,kg
R4449,Organic Cinnamon (Bark) Powder,Botanical,15.45,kg
R445,Niacin USP/FCC NLT 98.0%,Vitamin,9.2,kg
R4452,Natural Sprearmint Flavor 82032174,Flavor,51.92,kg
R4456,Organic Kale Powder,Botanical,37.8,kg
R4457,N&A Chocolate flavor 826.2116U,Flavor,34.46,kg
R4470,Spinach Powder (Customer Exclusive),Botanical,10.604,kg
R4473,Parsley Leaf Powder (Customer Exclusive),Botanical,6.48,kg
R4479,"CH-19 Sweet Pepper, 2.3% Dihydrocapsiate (s-CAPSIATE)",BotExtract,800,kg
R4481,20951 Grapefruit Bioflavonoids Complex 25-S HP,Botanical,19.81,kg
R4484,"Magnesium Oxide, 52.1% Mg, Non-GMO Project Verified",Mineral,4.13,kg
R4485,Pisane(R) C9 Pea Protein Isolates 80% (Customer Exclusive),Protein,7.41,kg
R4486,"Extended Release Caffeine Microspheres, NLT 76.2% Caffeine, (Customer Exclusive)",Nutrition,167.89,kg
R4487,"Huperzia Serrata Extract, 1% Huperzine A, Aerial Parts",BotExtract,1650,kg
R4499,Hydroxypropyl Methylcellulose (Benecel  K4M),Excipient,61.49,kg
R4512,"Natural Pure Vanilla Powder #21726 WH15, Organic Compliant",Flavor,83.22,kg
R4514,"Citric Acid, Anhydrous (Customer Exclusive)",Excipient,2.98,kg
R4535,"Sodium carboxymethylcellulose, non-GMO (Customer Exclusive)",Excipient,25.64,kg
R4536,Stevia Rebaudioside A 99% (Customer Exclusive),BotExtract,69,kg
R4537,XOS Prebiotic Xylooligosaccharide 95%,Excipient,19.5,kg
R4538,Green Coffee Extract Powder 50% Chlorogenic Acids (Customer Exclusive),BotExtract,23.5,kg
R4539,Mulberry Extract Powder(4:1) (Customer Exclusive),BotExtract,55,kg
R4543,Natural Lemon Flavor (Customer Exclusive),Flavor,53.814,kg
R4544,Chromium Poly Nicotinate 10% (Customer Exclusive),Mineral,165,kg
R4545,Creatine Monohydrate 99% (200 mesh),AminoAcid,8.75,kg
R4546,"Alcolec H20 Sunflower Lecithin, Organic Compliant (Customer Specified)",Fat/Facid,34,kg
R4547,Organic Cauliflower Sprout,Botanical,93,kg
R4548,Organic Broccoli Sprout (Customer Specified),Botanical,66,kg
R4549,Organic Kale Sprout (Customer Specified),Botanical,91,kg
R4550,Natural Caramel Flavor PDR,Flavor,28.881,kg
R4551,Natural Salted Caramel,Flavor,46.231,kg
R4552,Natural Salted Caramel Flavor PDR,Flavor,41.667,kg
R4553,"Ticaloid(Gum Acacia, Guar Gum, Xanthan Gum)",Fiber,20.5,kg
R4554,Chrysin 99%,Nutrition,156,kg
R4555,Coleus Forskohlii Root Extract 10% Forskolin HPLC,BotExtract,135,kg
R4557,SnackFlax Protein,Protein,6.35,kg
R4558,Natural Butterbrickle Flavor,Flavor,58.86,kg
R4559,Natural Cookie Dough Flavor,Flavor,35.08,kg
R4560,Natural Cookies and Cream Flavor,Flavor,24.8,kg
R4561,Natural Pastry Flavor,Flavor,29.23,kg
R4562,Non-Dairy Cream Concentrate,Flavor,10.87,kg
R4563,Rauwolfia Vomitoria Root Extract (Customer Exclusive),BotExtract,7600,kg
R4565,"Organic Vanilla Creme Flavor - Kosher, Halal",Flavor,44.16,kg
R4566,Purenergy  Caffeine Pterostilbene Cocrystal (Customer Exclusive),Nutrition,500,kg
R4568,"Gabotein Organic Rice Protein 500OR-Kosher, Halal, Organic, Non-GMO, FOOD ONLY",Protein,5.8,kg
R4570,"Organic Cocoa Processed with Alkali, 95-100% Organic 100611-793-Kosher, Halal, Organic, Non0GMO, FOOD ONLY",Fiber,11.557,kg
R4576,"Ticaloid OG2255-B Organic Gum Blend (organic gum acacia, organic guar, NGMO PV xanthan)-Kosher, Halal, Organic, Non-GMO, FOOD ONLY",Fiber,11.9,kg
R4578,Zembrin  Sceletium Tortuosum Aerial Parts Extract (Customer Exclusive),BotExtract,4250,kg
R4579,Natural Raspberry Flavor (Customer Specified),Flavor,29.1,kg
R4580,Natural Watermelon Type Flavor(Customer Exclusive),Flavor,75.69,kg
R4581,Natural Raspberry Flavor (Customer Exclusive),Flavor,56.55,kg
R4582,Ovine Placenta Extract 20:1 (Customer Exclusive),Animal,145,kg
R4583,Tribulus Fruit Extract (Customer Exclusive),BotExtract,90,kg
R4586,"Organic Vanilla Ice Cream Flavor, 95% Organic",Flavor,49.9,kg
R4588,Organic Millet Sprout,Botanical,41.46,kg
R4589,Organic Quinoa Sprout,Botanical,32.1,kg
R4590,Chinese Yam Root Extract (Dioscorea oppositifolia) 65% Diosgenin(Customer Exclusive),BotExtract,110,kg
R4592,Slimpro  Blue Whiting (Micromesistius poutassou) Protein Hydrolysate (Customer Exclusive),Protein,115,kg
R4593,"Evodia Rutaecarpa Fruit Extract, Evodiamine (Customer Exclusive)",BotExtract,335,kg
R4595,"FloraGLO  Lutein 10% VG Tabgrade, Zeaxanthin 0.6% (Customer Exclusive)",BotExtract,445,kg
R4596,Dandelion Root Extract 10:1 (Customer Exclusive),BotExtract,12,kg
R4598,Strawberry Juice Concentrate Powder (Customer Specified),Botanical,45.72,kg
R4599,Natural Berry Type Flavor (Customer Spcified),Flavor,17.5,kg
R4600,Organic Gelatinized Maca Root (Customer Specified),Botanical,16,kg
R4602,Amino Acid Blend (Customer Specified),AminoAcid,53.49,kg
R4605,"Onion Extract, bulb, Allium cepa Linn., Quercetin min. 10% (Customer Specified)",BotExtract,41.67,kg
R4606,Purified EGCG 95% (Customer Specified),BotExtract,237,kg
R4608,Blueberry Fruit Powder (Customer Exclusive),BotExtract,32.73,kg
R4609,Natural Grape Blue Color (Customer Specified),Color,30.91,kg
R461,PABA granular 98% Kosher,Nutrition,38.74,kg
R4610,Oliggo-Fiber(R) Instant Inulin (From Chicory Root) (Customer Specified),Fiber,7.98,kg
R4611,Shilajit Extract 8:1 (Customer Exclusive),BotExtract,236.25,kg
R4612,Drum Dried Raspberry Powder (Customer Specified),Botanical,99.34,kg
R4613,Alpha Lipoic Acid (Customer Exclusive),Nutrition,60,kg
R4617,Taste Modifier,Flavor,72.33,kg
R4621,Citric Acid (Customer Exclusive),Excipient,9.82,kg
R4623,Magnesium Oxide,Mineral,2.97,kg
R4627,Organic Dark Chocolate Cake Batter Flavor,Flavor,67.06,kg
R4628,CurcuWIN  Curcuma longa Rhizome Extract 20% Curcuminoids,BotExtract,237,kg
R4629,Melatonin 1% TriT on Mannitol,Nutrition,21.5,kg
R4630,Aquamin TG (Lithothamnion spp.) Calcium 30% Magnesium 2.2% - Kosher (Customer Exclusive),Mineral,12.33,kg
R4632,"Curcuma longa 95% Curcuminoids - Kosher, Non_GMO Project Verified",BotExtract,139.7,kg
R4634,Item# 6935265 - MenaquinGold VitaminK2-7 Powder PK2 2500ppm,Vitamin,500,kg
R4635,"Vitamin D2 (Ergocalciferol) from yeast 20,000 IU/g - Kosher (Customer Exclusive)",Vitamin,119.5,kg
R4638,Natural Orange Flavor 057458 AP0551,Flavor,83.66,kg
R4639,"Organic Rice Protein Novel R1021-202 - Kosher, Halal",Protein,7.3,kg
R464,Pancreatin 4X USP,Enzyme,119,kg
R4642,"Microcrystalline Cellulose 101 - Kosher, Non-GMO Project Verified (Customer Exclusive)",Excipient,3.14,kg
R4646,Fish Collagen Peptides - Nippi Fresh Water(Customer Specified),Animal,34.1,kg
R4648,"Natural Lemon Flavor FOOD ONLY, Kosher, Halal (Customer Specified)",Flavor,40.609,kg
R4650,"Toothed Clubmoss, Huperzine (Huperzia serrata) A 1%",BotExtract,1650,kg
R4651,Organic Brown Rice Flour,Excipient,2.76,kg
R4652,Organic Ginkgo Biloba Leaf,Botanical,12.78,kg
R4653,Olive Leaf Extract 18% Oleuropein,BotExtract,25,kg
R4654,Organic Olive (Olea Europaea) Leaf Powder,Botanical,9.24,kg
R4656,Organic St. John's Wort (Hypericum Perforatum),Botanical,11.09,kg
R4657,Exberry Shade Bubbly Pink Powder (Customer Exclusive),Color,69.44,kg
R4658,Natural Vanilla Type Flavor,Flavor,37.32,kg
R4659,D-Calcium Panto. 85% Panto. as is (Customer Exclusive--EU Non-GMO),Vitamin,28,kg
R4660,Riboflavin USP Powder NLT 96.5% (Customer Exclusive--EU Non-GMO),Vitamin,73.5,kg
R4661,"Ascorbic Acid USP, 99%, FOOD ONLY, EU Non-GMO, Customer Exclusive",Vitamin,8.5,kg
R4663,"Vit B6 Pwd (Pyridoxine HCl) 82%, FOOD ONLY,  EU Non-GMO Customer Exclusive",Vitamin,26,kg
R4664,"Vit B12 Cyanocobal 1% Trit on DCP, FOOD ONLY, Non-GMO, Customer Exclusive",Vitamin,40,kg
R4665,Folic Acid NLT 10% (Customer Exclusive-FOOD ONLY EU Non-GMO),Vitamin,27,kg
R4666,"Niacinamide Descote NLT 32.6% FOOD ONLY, EU Non-GMO, Customer Exclusive",Vitamin,19.55,kg
R4667,"IP Non-GMO d-alpha tocopheryl succinate powder 1185 IU, EU NON-GMO, Customer Exclusive",Vitamin,135,kg
R4668,Calcium Caseinate - (Customer Exclusive-FOOD ONLY EU Non-GMO),Protein,9.09,kg
R4669,"Cayenne Fruit Powder, Capsicum annuum, FOOD ONLY, EU Non-GMO, Customer Exclusive",Botanical,8.25,kg
R4671,"Xanthan Gum Merezan Type 20, 200m FOOD ONLY, EU Non-GMO, Customer Exclusive",Fiber,8.2,kg
R4672,"L-Methionine Crystalline Powder - FOOD ONLY, EU Non-GMO, Customer Exclusive",AminoAcid,35.05,kg
R4673,D-RIBOSE (Customer Exclusive),AminoAcid,38,kg
R4674,Tartaric Acid (Customer Exclusive--EU Non-GMO),Excipient,6.5,kg
R4675,"Invertase 10,000 Sumner/g  FOOD ONLY, EU Non-GMO, Customer Exclusive",Enzyme,120.75,kg
R4676,"Lactase 100K ALU (FCC) units/g FOOD ONLY, EU Non-GMO, Customer Exclusive",Enzyme,1000,kg
R4677,"Lipase 5,000 FIP/g, 50,000 LU/g (Customer Exclusive-FOOD ONLY EU Non-GMO)",Enzyme,29.1,kg
R4678,Zinc Oxide 99.9% (Zinc NLT 80%)-(Customer Exclusive-FOOD ONLY EU Non-GMO),Mineral,6.75,kg
R4679,"Potassium Citrate 36% FOOD ONLY, EU Non-GMO, Customer Exclusive",Mineral,3.25,kg
R4680,"Potass Iodide, Iodine 5% MinTriT  FOOD ONLY, EU Non-GMO, Customer Exclusive",Mineral,19.8,kg
R4682,"Non Fat Low Heat Dry Milk 34% Protein, FOOD ONLY, EU Non-GMO, Customer Exclusive",Protein,4.29,kg
R4683,"Magnesium Oxide NLT 52.1% Mg, FOOD ONLY, EU Non-GMO, Customer Exclusive",Mineral,10.2,kg
R4684,"Green Tea (Camellia sinensis) Leaf 20:1 Extract 40% EGCG, FOOD ONLY, EU non-GMO, Customer Exclusive",BotExtract,26,kg
R4685,AdvantaDex Tapioca Maltodextrin FOOD ONLY EU NON-GMO-Customer Exclusive,Fiber,1.29,kg
R4688,Conjugated Linoleic Acid (CLA) TG 60% powder CWD,Nutrition,30,kg
R4690,"Spray Dried Honey Powder IP FOOD ONLY, EU NON-GMO, Customer Exclusive",Excipient,4.17,kg
R4691,"Sea Salt FOOD ONLY, EU Non-GMO, Customer Exclusive",Mineral,4.41,kg
R4692,"Citric Acid, EU Non-GMO, Customer Exclusive",Excipient,8.82,kg
R4693,"Magnesium Stearate FOOD ONLY, EU Non-GMO, Customer Exclusive",Fiber,11.57,kg
R4694,"Cocoa Bean (Theobroma cacao) PE 7% Theobromine, FOOD ONLY, EU Non-GMO, Customer Exclusive",BotExtract,58.75,kg
